type,prefix,subset_id,subset_name,subset_types,subset_paths,subset_classes,subset_affects,rule_id,name,class,statement,force,following_information,notes,terms
all,AGU,AGC,General Agency Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-NFC,Notify FedRAMP of Monitoring Concerns,,"Agencies MUST notify FedRAMP if information presented in an Ongoing Certification Report, Quarterly Review, or other FedRAMP Certification Data causes significant concerns for the authorizing official that would likely result in rescission of their Authorization to Operate.",MUST,,Agencies are expected to notify FedRAMP under OMB Memorandum M-24-15 section IV (a).,"Agency
Certification Data
FedRAMP Certification Report
Likely
Ongoing Certification
Ongoing Certification Report (OCR)
Quarterly Review"
all,AGU,USE,Use of FedRAMP Certifications,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-NFC,Notify FedRAMP of Monitoring Concerns,,"Agencies MUST notify FedRAMP if information presented in an Ongoing Certification Report, Quarterly Review, or other FedRAMP Certification Data causes significant concerns for the authorizing official that would likely result in rescission of their Authorization to Operate.",MUST,,Agencies are expected to notify FedRAMP under OMB Memorandum M-24-15 section IV (a).,"Agency
Certification Data
FedRAMP Certification Report
Likely
Ongoing Certification
Ongoing Certification Report (OCR)
Quarterly Review"
all,AGU,SPN,Agency Sponsored Certifications,Rev5,Agency,"B,C,D",Agencies,AGU-USE-NFC,Notify FedRAMP of Monitoring Concerns,,"Agencies MUST notify FedRAMP if information presented in an Ongoing Certification Report, Quarterly Review, or other FedRAMP Certification Data causes significant concerns for the authorizing official that would likely result in rescission of their Authorization to Operate.",MUST,,Agencies are expected to notify FedRAMP under OMB Memorandum M-24-15 section IV (a).,"Agency
Certification Data
FedRAMP Certification Report
Likely
Ongoing Certification
Ongoing Certification Report (OCR)
Quarterly Review"
all,AGU,AGC,General Agency Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-ROR,Review Ongoing Certification Reports,,Agencies SHOULD review each Ongoing Certification Report to understand how changes to the cloud service offering may impact the risk tolerance documented in the agency Authorization to Operate for the federal information system that includes the cloud service offering in its boundary.,SHOULD,,"This agency review supports agency responsibilities under 44 USC § 35, OMB Circular A-130, FIPS-200, and OMB Memorandum M-24-15.","Agency
Cloud Service Offering
FedRAMP Certification Report
Ongoing Certification
Ongoing Certification Report (OCR)"
all,AGU,USE,Use of FedRAMP Certifications,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-ROR,Review Ongoing Certification Reports,,Agencies SHOULD review each Ongoing Certification Report to understand how changes to the cloud service offering may impact the risk tolerance documented in the agency Authorization to Operate for the federal information system that includes the cloud service offering in its boundary.,SHOULD,,"This agency review supports agency responsibilities under 44 USC § 35, OMB Circular A-130, FIPS-200, and OMB Memorandum M-24-15.","Agency
Cloud Service Offering
FedRAMP Certification Report
Ongoing Certification
Ongoing Certification Report (OCR)"
all,AGU,SPN,Agency Sponsored Certifications,Rev5,Agency,"B,C,D",Agencies,AGU-USE-ROR,Review Ongoing Certification Reports,,Agencies SHOULD review each Ongoing Certification Report to understand how changes to the cloud service offering may impact the risk tolerance documented in the agency Authorization to Operate for the federal information system that includes the cloud service offering in its boundary.,SHOULD,,"This agency review supports agency responsibilities under 44 USC § 35, OMB Circular A-130, FIPS-200, and OMB Memorandum M-24-15.","Agency
Cloud Service Offering
FedRAMP Certification Report
Ongoing Certification
Ongoing Certification Report (OCR)"
all,AGU,AGC,General Agency Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-DSO,Designate Senior Official,,Agencies SHOULD designate a federal senior information security official to review Ongoing Certification Reports and represent the agency at Quarterly Reviews for cloud service offerings included in agency information systems.,SHOULD,,,"Agency
Cloud Service Offering
Ongoing Certification
Quarterly Review"
all,AGU,USE,Use of FedRAMP Certifications,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-DSO,Designate Senior Official,,Agencies SHOULD designate a federal senior information security official to review Ongoing Certification Reports and represent the agency at Quarterly Reviews for cloud service offerings included in agency information systems.,SHOULD,,,"Agency
Cloud Service Offering
Ongoing Certification
Quarterly Review"
all,AGU,SPN,Agency Sponsored Certifications,Rev5,Agency,"B,C,D",Agencies,AGU-USE-DSO,Designate Senior Official,,Agencies SHOULD designate a federal senior information security official to review Ongoing Certification Reports and represent the agency at Quarterly Reviews for cloud service offerings included in agency information systems.,SHOULD,,,"Agency
Cloud Service Offering
Ongoing Certification
Quarterly Review"
all,AGU,AGC,General Agency Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-NPC,Notify Provider of Concerns,,"Agencies SHOULD formally notify the cloud service provider if information presented in an Ongoing Certification Report, Quarterly Review, or other FedRAMP Certification Data causes significant concerns for the authorizing official that would likely result in rescission of their Authorization to Operate.",SHOULD,,,"Agency
Certification Data
FedRAMP Certification Report
Likely
Ongoing Certification
Ongoing Certification Report (OCR)
Provider
Quarterly Review"
all,AGU,USE,Use of FedRAMP Certifications,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-NPC,Notify Provider of Concerns,,"Agencies SHOULD formally notify the cloud service provider if information presented in an Ongoing Certification Report, Quarterly Review, or other FedRAMP Certification Data causes significant concerns for the authorizing official that would likely result in rescission of their Authorization to Operate.",SHOULD,,,"Agency
Certification Data
FedRAMP Certification Report
Likely
Ongoing Certification
Ongoing Certification Report (OCR)
Provider
Quarterly Review"
all,AGU,SPN,Agency Sponsored Certifications,Rev5,Agency,"B,C,D",Agencies,AGU-USE-NPC,Notify Provider of Concerns,,"Agencies SHOULD formally notify the cloud service provider if information presented in an Ongoing Certification Report, Quarterly Review, or other FedRAMP Certification Data causes significant concerns for the authorizing official that would likely result in rescission of their Authorization to Operate.",SHOULD,,,"Agency
Certification Data
FedRAMP Certification Report
Likely
Ongoing Certification
Ongoing Certification Report (OCR)
Provider
Quarterly Review"
all,AGU,AGC,General Agency Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-RIR,Review All Information Resources,,Agencies SHOULD consider third-party information resources used by the cloud service offering during initial and ongoing authorization activities.,SHOULD,,,"Agency
Cloud Service Offering
Information Resource
Third-Party Information Resource"
all,AGU,USE,Use of FedRAMP Certifications,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-RIR,Review All Information Resources,,Agencies SHOULD consider third-party information resources used by the cloud service offering during initial and ongoing authorization activities.,SHOULD,,,"Agency
Cloud Service Offering
Information Resource
Third-Party Information Resource"
all,AGU,SPN,Agency Sponsored Certifications,Rev5,Agency,"B,C,D",Agencies,AGU-USE-RIR,Review All Information Resources,,Agencies SHOULD consider third-party information resources used by the cloud service offering during initial and ongoing authorization activities.,SHOULD,,,"Agency
Cloud Service Offering
Information Resource
Third-Party Information Resource"
all,AGU,AGC,General Agency Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-CLA,Using FedRAMP Class A Certifications,,"Agencies SHOULD NOT authorize the use of a FedRAMP Class A Certified cloud service offering for more than 12 months UNLESS the cloud service offering is actively seeking a FedRAMP Class B, C, or D Certification.",SHOULD NOT,,,"Agency
Cloud Service Offering
FedRAMP Certified"
all,AGU,USE,Use of FedRAMP Certifications,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-USE-CLA,Using FedRAMP Class A Certifications,,"Agencies SHOULD NOT authorize the use of a FedRAMP Class A Certified cloud service offering for more than 12 months UNLESS the cloud service offering is actively seeking a FedRAMP Class B, C, or D Certification.",SHOULD NOT,,,"Agency
Cloud Service Offering
FedRAMP Certified"
all,AGU,SPN,Agency Sponsored Certifications,Rev5,Agency,"B,C,D",Agencies,AGU-USE-CLA,Using FedRAMP Class A Certifications,,"Agencies SHOULD NOT authorize the use of a FedRAMP Class A Certified cloud service offering for more than 12 months UNLESS the cloud service offering is actively seeking a FedRAMP Class B, C, or D Certification.",SHOULD NOT,,,"Agency
Cloud Service Offering
FedRAMP Certified"
all,AGU,AGC,General Agency Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-SPN-MRC,Most Recent Consolidated Rules,,Agencies MUST follow the most recent FedRAMP Consolidated Rules when initiating agency-sponsored FedRAMP Certification.,MUST,,,Agency
all,AGU,USE,Use of FedRAMP Certifications,"20x,Rev5","Program,Agency","A,B,C,D",Agencies,AGU-SPN-MRC,Most Recent Consolidated Rules,,Agencies MUST follow the most recent FedRAMP Consolidated Rules when initiating agency-sponsored FedRAMP Certification.,MUST,,,Agency
all,AGU,SPN,Agency Sponsored Certifications,Rev5,Agency,"B,C,D",Agencies,AGU-SPN-MRC,Most Recent Consolidated Rules,,Agencies MUST follow the most recent FedRAMP Consolidated Rules when initiating agency-sponsored FedRAMP Certification.,MUST,,,Agency
all,CCM,AGM,Agency Guidance,"20x,Rev5","Program,Agency","B,C,D",Agencies,CCM-AGM-ROR,Review Ongoing Reports,,Agencies MUST review each Ongoing Certification Report to understand how changes to the cloud service offering may impact the previously agreed-upon risk tolerance documented in the agency's Authorization to Operate of a federal information system that includes the cloud service offering in its boundary.,MUST,,"This is required by 44 USC § 35, OMB A-130, FIPS-200, and M-24-15.","Agency
Cloud Service Offering
FedRAMP Certification Report
Ongoing Certification
Ongoing Certification Report (OCR)"
all,CCM,OCR,Ongoing Certification Reports,"20x,Rev5","Program,Agency","B,C,D",Providers,CCM-AGM-ROR,Review Ongoing Reports,,Agencies MUST review each Ongoing Certification Report to understand how changes to the cloud service offering may impact the previously agreed-upon risk tolerance documented in the agency's Authorization to Operate of a federal information system that includes the cloud service offering in its boundary.,MUST,,"This is required by 44 USC § 35, OMB A-130, FIPS-200, and M-24-15.","Agency
Cloud Service Offering
FedRAMP Certification Report
Ongoing Certification
Ongoing Certification Report (OCR)"
all,CCM,QTR,Quarterly Reviews,"20x,Rev5","Program,Agency","B,C,D",Providers,CCM-AGM-ROR,Review Ongoing Reports,,Agencies MUST review each Ongoing Certification Report to understand how changes to the cloud service offering may impact the previously agreed-upon risk tolerance documented in the agency's Authorization to Operate of a federal information system that includes the cloud service offering in its boundary.,MUST,,"This is required by 44 USC § 35, OMB A-130, FIPS-200, and M-24-15.","Agency
Cloud Service Offering
FedRAMP Certification Report
Ongoing Certification
Ongoing Certification Report (OCR)"
all,CCM,AGM,Agency Guidance,"20x,Rev5","Program,Agency","B,C,D",Agencies,CCM-AGM-NFA,Notify FedRAMP After Requests,,Agencies MUST notify FedRAMP after requesting any additional information or materials from a cloud service provider beyond those FedRAMP requires by sending an email to info@fedramp.gov.,MUST,,Agencies are required to notify FedRAMP by OMB Memorandum M-24-15 section IV (a).,"Agency
Provider"
